      36       1       0     622     658    1.89  623.81  632.61     .33
      37       0       0     672     676    -.17  650.44  659.00     .06
      37       0       0     674     689    -.17  650.44  659.00     .06
      37       1       0     636     637    -.17  650.44  659.00     .06
      37       0       0     637     654    -.17  650.44  659.00     .06
      37       0       0     690     704    -.17  650.44  659.00     .06
      37       0       0     618     622    -.17  650.44  659.00     .06
      37       1       0     680     700    -.17  650.44  659.00     .06
      37       0       0     610     598    -.17  650.44  659.00     .06
      37       0       0     623     634    -.17  650.44  659.00     .06
      37       0       0     648     605    -.17  650.44  659.00     .06
      37       1       1     662     688    -.17  650.44  659.00     .06
      37       1       0     632     650    -.17  650.44  659.00     .06
      37       0       0     644     667    -.17  650.44  659.00     .06
      37       0       0     644     677    -.17  650.44  659.00     .06
      37       0       0     649     651    -.17  650.44  659.00     .06
      37       0       0     688     692    -.17  650.44  659.00     .06
      38       1       0     616     611    -.08  620.97  628.30     .38
      38       0       0     590     605    -.08  620.97  628.30     .38
      38       0       0     652     658    -.08  620.97  628.30     .38
      38       0       0     609     628    -.08  620.97  628.30     .38
      38       1       1     672     683    -.08  620.97  628.30     .38
      38       1       0     649     650    -.08  620.97  628.30     .38
      38       0       1     590     596    -.08  620.97  628.30     .38
      38       1       1     590     596    -.08  620.97  628.30     .38
      39       0       0     656     647   -1.65  671.00  682.33     .33
      39       1       1     644     688   -1.65  671.00  682.33     .33
      39       1       0     713     712   -1.65  671.00  682.33     .33
      40       0       1     646     649    -.82  646.00  649.00    1.00
      41       0       0     637     639    -.41  644.00  645.50     .00
      41       1       0     651     652    -.41  644.00  645.50     .00
      42       1       1     642     650    -.33  627.00  638.00     .50
      42       1       0     612     626    -.33  627.00  638.00     .50
      43       1       1     690     673    -.69  645.96  637.56     .33
      43       1       0     590     596    -.69  645.96  637.56     .33
      43       1       0     658     644    -.69  645.96  637.56     .33
      44       0       0     646     704    -.74  643.67  652.83     .17
      44       1       1     682     682    -.74  643.67  652.83     .17
      44       1       0     590     576    -.74  643.67  652.83     .17
      44       0       0     650     656    -.74  643.67  652.83     .17
      44       0       0     647     650    -.74  643.67  652.83     .17
      44       0       0     647     649    -.74  643.67  652.83     .17
      45       0       0     658     614     .34  651.50  632.50     .50
      45       0       1     645     651     .34  651.50  632.50     .50
      46       1       0     690     663    -.66  654.00  662.00     .20
      46       1       1     641     648    -.66  654.00  662.00     .20
      46       0       0     611     609    -.66  654.00  662.00     .20
      46       1       1     653     696    -.66  654.00  662.00     .20
      46       1       0     666     684    -.66  654.00  662.00     .20
      46       0       0     636     639    -.66  654.00  662.00     .20
      46       0       0     671     740    -.66  654.00  662.00     .20
      46       0       0     660     635    -.66  654.00  662.00     .20
      46       1       0     650     646    -.66  654.00  662.00     .20
      46       1       0     662     660    -.66  654.00  662.00     .20
      47       0       1     618     638    1.18  651.50  643.36     .50
      47       1       0     653     643    1.18  651.50  643.36     .50
      47       1       1     635     648    1.18  651.50  643.36     .50
      47       1       1     566     576    1.18  651.50  643.36     .50
      47       1       1     641     629    1.18  651.50  643.36     .50
      47       1       0     596     616    1.18  651.50  643.36     .50
      47       1       0     618     623    1.18  651.50  643.36     .50
      47       0       0     685     702    1.18  651.50  643.36     .50
      47       1       1     637     631    1.18  651.50  643.36     .50
      47       1       1     656     648    1.18  651.50  643.36     .50
      47       0       0     672     621    1.18  651.50  643.36     .50
      47       0       0     764     728    1.18  651.50  643.36     .50
      47       1       0     679     661    1.18  651.50  643.36     .50
      47       1       1     701     643    1.18  651.50  643.36     .50
      48       0       1     615     620    -.12  643.60  657.70     .30
      48       1       1     625     639    -.12  643.60  657.70     .30
      48       1       0     663     679    -.12  643.60  657.70     .30
      48       1       0     686     678    -.12  643.60  657.70     .30
      48       0       0     646     653    -.12  643.60  657.70     .30
      48       1       0     657     686    -.12  643.60  657.70     .30
      48       0       0     641     660    -.12  643.60  657.70     .30
      48       0       0     618     623    -.12  643.60  657.70     .30
      48       1       1     632     645    -.12  643.60  657.70     .30
      48       0       0     653     694    -.12  643.60  657.70     .30
      49       1       0     623     609    -.15  633.49  636.56     .08
      49       1       0     668     676    -.15  633.49  636.56     .08
      49       1       1     556     554    -.15  633.49  636.56     .08
      49       0       0     644     612    -.15  633.49  636.56     .08
      49       0       0     609     612    -.15  633.49  636.56     .08
      49       0       0     650     666    -.15  633.49  636.56     .08
      49       1       0     645     663    -.15  633.49  636.56     .08
      49       1       0     670     654    -.15  633.49  636.56     .08
      49       0       0     682     698    -.15  633.49  636.56     .08
      49       0       0     622     633    -.15  633.49  636.56     .08
      49       0       0     590     596    -.15  633.49  636.56     .08
      49       0       0     643     666    -.15  633.49  636.56     .08
      50       1       0     717     742   -1.25  666.11  676.84     .00
      50       1       0     686     670   -1.25  666.11  676.84     .00
      50       1       0     705     754   -1.25  666.11  676.84     .00
      50       1       0     642     656   -1.25  666.11  676.84     .00
      50       1       0     691     721   -1.25  666.11  676.84     .00
      50       0       0     633     621   -1.25  666.11  676.84     .00
      50       0       0     590     596   -1.25  666.11  676.84     .00
      50       0       0     665     655   -1.25  666.11  676.84     .00
      51       1       0     676     686     .19  665.25  672.75     .50
      51       0       1     643     645     .19  665.25  672.75     .50
      51       1       1     649     674     .19  665.25  672.75     .50
      51       0       0     693     686     .19  665.25  672.75     .50
      52       0       0     631     640    -.21  628.00  639.00     .20
      52       0       1     629     642    -.21  628.00  639.00     .20
      52       0       0     612     626    -.21  628.00  639.00     .20
      52       1       0     636     639    -.21  628.00  639.00     .20
      52       0       0     632     648    -.21  628.00  639.00     .20
      53       0       0     658     686   -1.58  645.67  685.67     .00
      53       0       0     660     720   -1.58  645.67  685.67     .00
      53       1       0     619     651   -1.58  645.67  685.67     .00
      54       1       0     649     652   -1.32  656.87  673.00     .07
      54       1       0     632     646   -1.32  656.87  673.00     .07
      54       0       0     696     698   -1.32  656.87  673.00     .07
      54       1       0     636     639   -1.32  656.87  673.00     .07
      54       0       0     711     767   -1.32  656.87  673.00     .07
      54       1       0     655     708   -1.32  656.87  673.00     .07
      54       1       0     700     742   -1.32  656.87  673.00     .07
      54       0       0     579     621   -1.32  656.87  673.00     .07
      54       1       0     654     651   -1.32  656.87  673.00     .07
      54       0       0     625     663   -1.32  656.87  673.00     .07
      54       0       1     605     612   -1.32  656.87  673.00     .07
      54       0       0     670     649   -1.32  656.87  673.00     .07
      54       1       0     696     675   -1.32  656.87  673.00     .07
      54       0       0     655     663   -1.32  656.87  673.00     .07
      54       1       0     690     709   -1.32  656.87  673.00     .07
      55       0       0     590     596   -1.19  608.97  630.14     .00
      55       0       0     590     657   -1.19  608.97  630.14     .00
      55       0       0     693     698   -1.19  608.97  630.14     .00
      55       0       0     570     588   -1.19  608.97  630.14     .00
      55       0       0     602     612   -1.19  608.97  630.14     .00
      56       0       1     605     606     .22  632.95  634.95     .48
      56       0       0     676     666     .22  632.95  634.95     .48
      56       1       1     582     588     .22  632.95  634.95     .48
      56       1       0     737     718     .22  632.95  634.95     .48
      56       1       0     655     663     .22  632.95  634.95     .48
      56       0       1     611     616     .22  632.95  634.95     .48
      56       0       0     665     656     .22  632.95  634.95     .48
      56       0       0     625     642     .22  632.95  634.95     .48
      56       0       1     628     620     .22  632.95  634.95     .48
      56       0       1     601     609     .22  632.95  634.95     .48
      56       0       0     644     656     .22  632.95  634.95     .48
      56       1       0     682     662     .22  632.95  634.95     .48
      56       0       1     607     640     .22  632.95  634.95     .48
      56       0       1     646     648     .22  632.95  634.95     .48
      56       0       1     647     652     .22  632.95  634.95     .48
      56       0       0     594     628     .22  632.95  634.95     .48
      56       1       1     664     633     .22  632.95  634.95     .48
      56       0       0     637     600     .22  632.95  634.95     .48
      56       0       0     551     543     .22  632.95  634.95     .48
      56       0       1     639     646     .22  632.95  634.95     .48
      56       0       0     596     642     .22  632.95  634.95     .48
      57       0       0     678     644    -.43  648.75  650.25     .00
      57       0       0     570     562    -.43  648.75  650.25     .00
      57       0       0     657     683    -.43  648.75  650.25     .00
      57       1       0     690     712    -.43  648.75  650.25     .00
      58       1       1     664     673     .05  628.33  632.00     .33
      58       0       0     594     590     .05  628.33  632.00     .33
      58       0       0     627     633     .05  628.33  632.00     .33
      59       1       0     655     623     .05  642.20  636.60     .20
      59       1       0     540     538     .05  642.20  636.60     .20
      59       0       0     672     666     .05  642.20  636.60     .20
      59       1       1     678     654     .05  642.20  636.60     .20
      59       1       0     666     702     .05  642.20  636.60     .20
      60       0       1     648     656     .07  644.75  641.93     .56
      60       1       0     590     596     .07  644.75  641.93     .56
      60       0       0     647     651     .07  644.75  641.93     .56
      60       0       1     695     670     .07  644.75  641.93     .56
      60       1       1     662     642     .07  644.75  641.93     .56
      60       0       1     672     652     .07  644.75  641.93     .56
      60       0       0     651     667     .07  644.75  641.93     .56
      60       1       0     648     648     .07  644.75  641.93     .56
      60       0       1     590     596     .07  644.75  641.93     .56
      61       0       1     637     636     .86  605.42  619.83     .75
      61       0       0     590     594     .86  605.42  619.83     .75
      61       1       1     554     569     .86  605.42  619.83     .75
      61       1       0     571     627     .86  605.42  619.83     .75
      61       1       0     550     559     .86  605.42  619.83     .75
      61       0       1     630     656     .86  605.42  619.83     .75
      61       0       1     632     631     .86  605.42  619.83     .75
      61       0       1     632     652     .86  605.42  619.83     .75
      61       1       1     643     642     .86  605.42  619.83     .75
      61       0       1     616     644     .86  605.42  619.83     .75
      61       1       1     607     605     .86  605.42  619.83     .75
      61       0       1     603     623     .86  605.42  619.83     .75
      62       1       0     590     598     .66  610.57  631.71     .71
      62       1       1     664     715     .66  610.57  631.71     .71
      62       1       1     643     661     .66  610.57  631.71     .71
      62       0       0     641     669     .66  610.57  631.71     .71
      62       0       1     536     556     .66  610.57  631.71     .71
      62       1       1     618     633     .66  610.57  631.71     .71
      62       1       1     582     590     .66  610.57  631.71     .71
      63       0       1     672     644    -.06  623.37  615.94     .40
      63       0       0     590     596    -.06  623.37  615.94     .40
      63       0       0     593     568    -.06  623.37  615.94     .40
      63       0       1     639     657    -.06  623.37  615.94     .40
      63       1       0     623     615    -.06  623.37  615.94     .40
      64       0       0     651     653    -.80  652.41  666.53     .00
      64       0       0     651     670    -.80  652.41  666.53     .00
      64       0       0     688     700    -.80  652.41  666.53     .00
      64       1       0     733     831    -.80  652.41  666.53     .00
      64       0       0     590     596    -.80  652.41  666.53     .00
      64       0       0     639     642    -.80  652.41  666.53     .00
      64       0       0     615     574    -.80  652.41  666.53     .00
      65       1       1     670     652    1.03  628.88  632.24     .65
      65       0       0     634     631    1.03  628.88  632.24     .65
      65       0       0     655     694    1.03  628.88  632.24     .65
      65       1       1     636     645    1.03  628.88  632.24     .65
      65       1       1     604     608    1.03  628.88  632.24     .65
      65       0       1     579     608    1.03  628.88  632.24     .65
      65       1       0     640     654    1.03  628.88  632.24     .65
      65       1       0     585     620    1.03  628.88  632.24     .65
      65       0       1     623     614    1.03  628.88  632.24     .65
      65       1       1     560     557    1.03  628.88  632.24     .65
      65       0       1     618     621    1.03  628.88  632.24     .65
      65       1       0     659     659    1.03  628.88  632.24     .65
      65       1       1     638     627    1.03  628.88  632.24     .65
      65       1       1     637     583    1.03  628.88  632.24     .65
      65       0       0     641     650    1.03  628.88  632.24     .65
      65       0       1     737     760    1.03  628.88  632.24     .65
      65       1       1     575     565    1.03  628.88  632.24     .65
      66       1       1     614     618    -.32  643.80  627.60     .40
      66       1       1     625     605    -.32  643.80  627.60     .40
      66       1       0     607     616    -.32  643.80  627.60     .40
      66       1       0     705     694    -.32  643.80  627.60     .40
      66       0       0     668     605    -.32  643.80  627.60     .40
      67       1       0     743     780   -1.26  675.43  697.71     .14
      67       1       0     649     661   -1.26  675.43  697.71     .14
      67       1       0     646     635   -1.26  675.43  697.71     .14
      67       0       0     676     721   -1.26  675.43  697.71     .14
      67       0       0     701     761   -1.26  675.43  697.71     .14
      67       1       0     687     702   -1.26  675.43  697.71     .14
      67       0       1     626     624   -1.26  675.43  697.71     .14
      68       0       0     724     719     .12  648.90  655.15     .18
      68       1       0     693     678     .12  648.90  655.15     .18
      68       0       0     669     675     .12  648.90  655.15     .18
      68       1       0     573     605     .12  648.90  655.15     .18
      68       1       0     691     687     .12  648.90  655.15     .18
      68       1       0     639     617     .12  648.90  655.15     .18
      68       0       0     629     686     .12  648.90  655.15     .18
      68       0       0     643     657     .12  648.90  655.15     .18
      68       1       0     590     596     .12  648.90  655.15     .18
      68       0       1     660     674     .12  648.90  655.15     .18
      68       1       1     627     613     .12  648.90  655.15     .18
      69       0       0     607     621    -.48  661.71  676.86     .14
      69       1       0     638     654    -.48  661.71  676.86     .14
      69       1       0     656     660    -.48  661.71  676.86     .14
      69       1       0     682     695    -.48  661.71  676.86     .14
      69       0       0     708     752    -.48  661.71  676.86     .14
      69       1       0     628     644    -.48  661.71  676.86     .14
      69       0       1     713     712    -.48  661.71  676.86     .14
      70       1       1     630     678    -.12  655.00  675.67     .33
      70       0       0     632     629    -.12  655.00  675.67     .33
      70       0       0     703     720    -.12  655.00  675.67     .33
      71       0       1     617     622     .57  614.81  624.45     .91
      71       0       1     636     633     .57  614.81  624.45     .91
      71       1       0     636     633     .57  614.81  624.45     .91
      71       1       1     656     687     .57  614.81  624.45     .91
      71       0       1     550     570     .57  614.81  624.45     .91
      71       1       1     627     667     .57  614.81  624.45     .91
      71       1       1     585     590     .57  614.81  624.45     .91
      71       1       1     616     645     .57  614.81  624.45     .91
      71       0       1     590     523     .57  614.81  624.45     .91
      71       1       1     620     622     .57  614.81  624.45     .91
      71       1       1     630     677     .57  614.81  624.45     .91
      72       1       1     633     632     .80  605.86  631.00     .86
      72       0       1     560     570     .80  605.86  631.00     .86
      72       1       1     562     605     .80  605.86  631.00     .86
      72       0       0     619     653     .80  605.86  631.00     .86
      72       0       1     595     617     .80  605.86  631.00     .86
      72       1       1     660     693     .80  605.86  631.00     .86
      72       1       1     612     647     .80  605.86  631.00     .86
      73       1       0     548     569     .42  600.70  611.10     .57
      73       0       1     557     557     .42  600.70  611.10     .57
      73       1       1     583     556     .42  600.70  611.10     .57
      73       1       0     637     673     .42  600.70  611.10     .57
      73       0       1     590     596     .42  600.70  611.10     .57
      73       0       1     683     682     .42  600.70  611.10     .57
      73       0       0     607     645     .42  600.70  611.10     .57
      74       1       1     588     553    2.20  613.63  631.00     .75
      74       1       1     610     592    2.20  613.63  631.00     .75
      74       0       1     593     621    2.20  613.63  631.00     .75
      74       1       0     646     650    2.20  613.63  631.00     .75
      74       0       0     625     682    2.20  613.63  631.00     .75
      74       1       1     637     696    2.20  613.63  631.00     .75
      74       0       1     557     595    2.20  613.63  631.00     .75
      74       0       1     653     659    2.20  613.63  631.00     .75
      75       0       1     595     604    1.35  586.75  608.50    1.00
      75       0       1     590     622    1.35  586.75  608.50    1.00
      75       0       1     540     568    1.35  586.75  608.50    1.00
      75       0       1     622     640    1.35  586.75  608.50    1.00
      76       1       1     556     562     .94  607.83  619.17     .67
      76       1       1     596     628     .94  607.83  619.17     .67
      76       1       1     651     658     .94  607.83  619.17     .67
      76       0       1     593     584     .94  607.83  619.17     .67
      76       0       0     646     648     .94  607.83  619.17     .67
      76       1       0     605     635     .94  607.83  619.17     .67
      77       1       1     617     637     .93  617.27  634.27     .55
      77       0       1     597     616     .93  617.27  634.27     .55
      77       0       0     620     671     .93  617.27  634.27     .55
      77       1       1     648     660     .93  617.27  634.27     .55
      77       0       1     601     597     .93  617.27  634.27     .55
      77       0       1     612     628     .93  617.27  634.27     .55
      77       0       0     647     672     .93  617.27  634.27     .55
      77       0       1     627     622     .93  617.27  634.27     .55
      77       0       0     652     656     .93  617.27  634.27     .55
      77       0       0     641     675     .93  617.27  634.27     .55
      77       0       0     528     543     .93  617.27  634.27     .55
      78       0       1     643     645    -.95  642.67  648.33     .33
      78       0       0     660     682    -.95  642.67  648.33     .33
      78       1       0     625     618    -.95  642.67  648.33     .33
      79       1       0     670     671    -.89  624.33  628.78     .22
      79       1       0     616     621    -.89  624.33  628.78     .22
      79       0       0     604     621    -.89  624.33  628.78     .22
      79       0       0     540     533    -.89  624.33  628.78     .22
      79       0       0     639     688    -.89  624.33  628.78     .22
      79       1       1     651     609    -.89  624.33  628.78     .22
      79       1       0     642     646    -.89  624.33  628.78     .22
      79       0       0     623     636    -.89  624.33  628.78     .22
      79       0       1     634     634    -.89  624.33  628.78     .22
      80       1       0     660     669   -1.92  629.50  634.75     .00
      80       1       0     548     557   -1.92  629.50  634.75     .00
      80       1       0     632     646   -1.92  629.50  634.75     .00
      80       0       0     678     667   -1.92  629.50  634.75     .00
      81       0       0     687     750    -.63  620.20  635.20     .40
