       1       1       0     618     627          643.00  656.14     .00
       1       1       0     634     678          643.00  656.14     .00
       1       1       0     691     692          643.00  656.14     .00
       1       1       0     635     679          643.00  656.14     .00
       1       0       0     687     679          643.00  656.14     .00
       1       1       0     582     601          643.00  656.14     .00
       1       1       0     654     637          643.00  656.14     .00
       2       0       1     649     654          614.32  626.58     .67
       2       1       0     669     696          614.32  626.58     .67
       2       0       1     646     637          614.32  626.58     .67
       2       1       1     533     556          614.32  626.58     .67
       2       0       1     607     612          614.32  626.58     .67
       2       0       0     634     652          614.32  626.58     .67
       2       1       0     597     604          614.32  626.58     .67
       2       1       1     637     656          614.32  626.58     .67
       2       1       1     643     648          614.32  626.58     .67
       2       0       1     556     569          614.32  626.58     .67
       2       0       0     597     620          614.32  626.58     .67
       2       1       1     590     596          614.32  626.58     .67
       2       1       0     684     730          614.32  626.58     .67
       2       1       1     647     648          614.32  626.58     .67
       2       1       1     526     521          614.32  626.58     .67
       3       1       0     635     661          618.17  636.54     .40
       3       1       0     629     693          618.17  636.54     .40
       3       0       0     608     604          618.17  636.54     .40
       3       0       1     629     629          618.17  636.54     .40
       3       1       1     590     596          618.17  636.54     .40
       4       1       1     691     707          630.37  634.94     .60
       4       1       1     701     715          630.37  634.94     .60
       4       1       0     595     590          630.37  634.94     .60
       4       0       0     676     663          630.37  634.94     .60
       4       1       1     590     596          630.37  634.94     .60
       4       0       1     540     499          630.37  634.94     .60
       4       1       0     703     738          630.37  634.94     .60
       4       0       0     590     596          630.37  634.94     .60
       4       1       1     565     560          630.37  634.94     .60
       4       0       1     653     686          630.37  634.94     .60
       5       0       0     637     650   -1.14  669.00  687.50     .00
       5       1       0     701     725   -1.14  669.00  687.50     .00
       6       1       0     701     731   -1.72  688.00  710.67     .00
       6       0       0     698     734   -1.72  688.00  710.67     .00
       6       1       0     665     667   -1.72  688.00  710.67     .00
       7       0       0     583     625     .88  613.85  637.08     .85
       7       1       1     616     609     .88  613.85  637.08     .85
       7       1       1     606     654     .88  613.85  637.08     .85
       7       1       1     661     676     .88  613.85  637.08     .85
       7       1       1     655     659     .88  613.85  637.08     .85
       7       1       1     566     588     .88  613.85  637.08     .85
       7       1       1     639     671     .88  613.85  637.08     .85
       7       1       1     651     689     .88  613.85  637.08     .85
       7       0       1     547     623     .88  613.85  637.08     .85
       7       0       1     653     645     .88  613.85  637.08     .85
       7       1       1     546     572     .88  613.85  637.08     .85
       7       1       1     605     615     .88  613.85  637.08     .85
       7       0       0     652     656     .88  613.85  637.08     .85
       8       0       1     576     588     .79  609.25  609.75     .75
       8       0       1     582     568     .79  609.25  609.75     .75
       8       0       0     658     650     .79  609.25  609.75     .75
       8       0       1     621     633     .79  609.25  609.75     .75
       9       1       0     743     740   -1.75  674.50  675.00     .00
       9       1       0     606     610   -1.75  674.50  675.00     .00
      10       1       0     680     685   -1.13  647.87  640.86     .38
      10       1       0     583     566   -1.13  647.87  640.86     .38
      10       1       0     642     633   -1.13  647.87  640.86     .38
      10       0       1     660     648   -1.13  647.87  640.86     .38
      10       0       1     630     641   -1.13  647.87  640.86     .38
      10       0       0     590     596   -1.13  647.87  640.86     .38
      10       1       0     647     643   -1.13  647.87  640.86     .38
      10       1       1     608     625   -1.13  647.87  640.86     .38
      10       1       1     665     670   -1.13  647.87  640.86     .38
      10       1       0     672     654   -1.13  647.87  640.86     .38
      10       1       0     666     648   -1.13  647.87  640.86     .38
      10       0       0     701     680   -1.13  647.87  640.86     .38
      10       0       1     678     611   -1.13  647.87  640.86     .38
      10       1       0     676     683   -1.13  647.87  640.86     .38
      10       1       1     620     623   -1.13  647.87  640.86     .38
      10       1       0     648     648   -1.13  647.87  640.86     .38
      11       1       0     571     568     .18  615.33  620.10     .48
      11       1       1     572     591     .18  615.33  620.10     .48
      11       1       1     618     628     .18  615.33  620.10     .48
      11       0       0     648     651     .18  615.33  620.10     .48
      11       1       0     622     612     .18  615.33  620.10     .48
      11       1       0     665     671     .18  615.33  620.10     .48
      11       1       1     627     647     .18  615.33  620.10     .48
      11       1       1     608     615     .18  615.33  620.10     .48
      11       0       1     610     617     .18  615.33  620.10     .48
      11       0       0     559     550     .18  615.33  620.10     .48
      11       1       1     529     547     .18  615.33  620.10     .48
      11       0       0     662     664     .18  615.33  620.10     .48
      11       0       1     554     565     .18  615.33  620.10     .48
      11       1       0     676     678     .18  615.33  620.10     .48
      11       0       0     586     607     .18  615.33  620.10     .48
      11       0       1     588     621     .18  615.33  620.10     .48
      11       0       1     601     638     .18  615.33  620.10     .48
      11       0       1     620     591     .18  615.33  620.10     .48
      11       0       0     714     674     .18  615.33  620.10     .48
      11       0       0     634     628     .18  615.33  620.10     .48
      11       1       0     658     659     .18  615.33  620.10     .48
      12       0       1     608     631    1.85  608.50  612.75     .75
      12       1       1     632     637    1.85  608.50  612.75     .75
      12       1       0     650     633    1.85  608.50  612.75     .75
      12       1       1     544     550    1.85  608.50  612.75     .75
      13       0       0     662     666    -.36  658.20  646.80     .20
      13       0       0     639     623    -.36  658.20  646.80     .20
      13       1       0     627     625    -.36  658.20  646.80     .20
      13       0       0     639     631    -.36  658.20  646.80     .20
      13       1       1     724     689    -.36  658.20  646.80     .20
      14       0       0     664     663    -.43  642.50  659.83     .17
      14       0       0     684     716    -.43  642.50  659.83     .17
      14       1       0     556     602    -.43  642.50  659.83     .17
      14       1       0     642     667    -.43  642.50  659.83     .17
      14       0       1     614     635    -.43  642.50  659.83     .17
      14       0       0     695     676    -.43  642.50  659.83     .17
      15       1       1     678     668   -1.22  678.00  668.00    1.00
      16       0       1     615     660    -.39  654.17  677.83     .33
      16       0       0     619     667    -.39  654.17  677.83     .33
      16       1       0     721     698    -.39  654.17  677.83     .33
      16       0       0     650     673    -.39  654.17  677.83     .33
      16       0       1     691     698    -.39  654.17  677.83     .33
      16       1       0     629     671    -.39  654.17  677.83     .33
      17       1       0     717     754    1.25  661.50  682.00     .00
      17       1       0     606     610    1.25  661.50  682.00     .00
      18       1       0     625     690   -1.64  643.17  669.52     .09
      18       0       0     630     716   -1.64  643.17  669.52     .09
      18       0       0     672     747   -1.64  643.17  669.52     .09
      18       1       0     710     731   -1.64  643.17  669.52     .09
      18       1       0     617     633   -1.64  643.17  669.52     .09
      18       1       0     652     651   -1.64  643.17  669.52     .09
      18       1       0     702     700   -1.64  643.17  669.52     .09
      18       0       0     610     580   -1.64  643.17  669.52     .09
      18       1       0     633     654   -1.64  643.17  669.52     .09
      18       0       1     590     596   -1.64  643.17  669.52     .09
      18       1       0     634     667   -1.64  643.17  669.52     .09
      19       0       0     643     666   -1.46  651.67  675.00     .33
      19       0       1     666     669   -1.46  651.67  675.00     .33
      19       1       0     646     690   -1.46  651.67  675.00     .33
      20       0       0     677     681   -1.70  697.33  706.67     .33
      20       0       1     694     708   -1.70  697.33  706.67     .33
      20       1       0     721     731   -1.70  697.33  706.67     .33
      21       1       0     694     707   -1.87  693.50  705.50     .00
      21       1       0     693     704   -1.87  693.50  705.50     .00
      22       0       1     637     612     .07  642.00  632.00     .60
      22       1       1     648     644     .07  642.00  632.00     .60
      22       0       0     703     715     .07  642.00  632.00     .60
      22       0       1     618     612     .07  642.00  632.00     .60
      22       1       0     604     577     .07  642.00  632.00     .60
      23       1       0     675     670    1.10  675.00  670.00     .00
      24       1       1     550     562    -.07  618.14  629.05     .31
      24       1       0     662     658    -.07  618.14  629.05     .31
      24       1       0     552     559    -.07  618.14  629.05     .31
      24       1       0     644     694    -.07  618.14  629.05     .31
      24       1       0     701     710    -.07  618.14  629.05     .31
      24       1       0     619     697    -.07  618.14  629.05     .31
      24       0       1     645     647    -.07  618.14  629.05     .31
      24       1       0     695     696    -.07  618.14  629.05     .31
      24       0       1     536     540    -.07  618.14  629.05     .31
      24       0       0     622     628    -.07  618.14  629.05     .31
      24       1       1     590     596    -.07  618.14  629.05     .31
      24       0       0     659     648    -.07  618.14  629.05     .31
      24       1       0     561     543    -.07  618.14  629.05     .31
      25       1       0     641     654    -.65  641.00  654.00     .00
      26       0       0     653     640   -1.21  653.00  640.00     .00
      27       1       0     555     569     .22  635.54  657.39     .36
      27       1       0     665     670     .22  635.54  657.39     .36
      27       0       0     660     679     .22  635.54  657.39     .36
      27       0       1     630     615     .22  635.54  657.39     .36
      27       0       1     637     698     .22  635.54  657.39     .36
      27       1       1     590     596     .22  635.54  657.39     .36
      27       1       0     555     545     .22  635.54  657.39     .36
      27       1       0     653     650     .22  635.54  657.39     .36
      27       1       0     667     696     .22  635.54  657.39     .36
      27       1       0     581     623     .22  635.54  657.39     .36
      27       0       1     605     633     .22  635.54  657.39     .36
      27       0       1     643     643     .22  635.54  657.39     .36
      27       0       1     632     632     .22  635.54  657.39     .36
      27       0       0     654     667     .22  635.54  657.39     .36
      27       1       0     631     662     .22  635.54  657.39     .36
      27       1       1     749     878     .22  635.54  657.39     .36
      27       0       0     619     632     .22  635.54  657.39     .36
      27       1       0     743     764     .22  635.54  657.39     .36
      27       1       0     676     726     .22  635.54  657.39     .36
      27       1       0     613     616     .22  635.54  657.39     .36
      27       0       1     627     651     .22  635.54  657.39     .36
      27       0       0     597     618     .22  635.54  657.39     .36
      28       1       0     676     676   -1.22  647.62  641.00     .00
      28       1       0     590     579   -1.22  647.62  641.00     .00
      28       1       0     677     668   -1.22  647.62  641.00     .00
      29       0       0     665     667   -1.34  653.57  661.74     .00
      29       1       0     687     717   -1.34  653.57  661.74     .00
      29       0       0     678     676   -1.34  653.57  661.74     .00
      29       0       0     648     653   -1.34  653.57  661.74     .00
      29       1       0     590     596   -1.34  653.57  661.74     .00
      30       0       1     593     631    1.62  607.00  627.00     .67
      30       1       1     596     619    1.62  607.00  627.00     .67
      30       1       0     632     631    1.62  607.00  627.00     .67
      31       0       0     612     594    -.50  648.87  660.52     .00
      31       1       0     674     691    -.50  648.87  660.52     .00
      31       0       0     630     640    -.50  648.87  660.52     .00
      31       1       0     590     596    -.50  648.87  660.52     .00
      31       1       0     695     712    -.50  648.87  660.52     .00
      31       1       0     648     639    -.50  648.87  660.52     .00
      31       1       0     651     674    -.50  648.87  660.52     .00
      31       1       0     656     669    -.50  648.87  660.52     .00
      31       0       0     684     730    -.50  648.87  660.52     .00
      32       0       0     586     580    1.29  635.33  647.67     .00
      32       0       0     674     667    1.29  635.33  647.67     .00
      32       1       0     646     696    1.29  635.33  647.67     .00
      33       1       0     682     708     .25  630.00  659.00     .50
      33       1       1     578     610     .25  630.00  659.00     .50
      34       0       1     637     646   -1.62  640.50  645.50     .50
      34       0       0     644     645   -1.62  640.50  645.50     .50
      35       0       0     627     654    -.53  646.00  658.00     .43
      35       0       1     620     628    -.53  646.00  658.00     .43
      35       1       1     711     693    -.53  646.00  658.00     .43
      35       1       0     615     651    -.53  646.00  658.00     .43
      35       1       0     645     654    -.53  646.00  658.00     .43
      35       1       0     641     662    -.53  646.00  658.00     .43
      35       1       1     663     664    -.53  646.00  658.00     .43
      36       0       1     590     596    1.89  623.81  632.61     .33
      36       0       0     649     645    1.89  623.81  632.61     .33
      36       1       0     621     629    1.89  623.81  632.61     .33
      36       0       0     612     614    1.89  623.81  632.61     .33
      36       1       1     649     654    1.89  623.81  632.61     .33
