      17       3       2       4       2       3       2
      17       5       3       4       3       3       5
      17       4       5       3       5       4       1
      17       3       4       4       4       4       4
      17       4       4       4       4       4       4
      17       4       4       4       4       4       5
      17       4       4       3       4       4       4
      17       5       4       3       4       5       4
      18       5       5       4       4       4       4
      18       5       5       5       5       5       5
      18       5       5       5       4       4       5
      18       5       5       4       5       4       4
      18       5       4       5       5       4       5
      18       5       5       5       5       5       4
      18       5       4       5       5       4       5
      19       5       5       4       5       5       5
      19       4       5       4       5       4       4
      19       5       5       4       5       3       5
      19       4       5       4       5       5       5
      19       4       5       4       4       5       5
      19       5       5       4       5       5       3
      20       5       4       5       5       5       5
      20       5       4       4       5       5       5
      20       5       4       5       4       4       5
      20       5       5       5       5       5       4
      20       5       4       5       5       5       5
      20       4       4       4       4       4       4
      20       4       4       4       4       5       3
      21       5       5       4       5       5       3
      21       4       5       4       4       4       3
      21       2       3       4       2       3       3
      21       3       3       3       3       4       4
      22       4       4       4       5       4       5
      22       5       5       5       5       5       5
      22       4       5       5       5       5       5
      22       2       3       3       4       4       5
      22       4       5       5       5       4       5
      22       5       5       5       5       5       5
      23       4       3       3       5       4       5
      23       4       5       5       5       5       4
      23       4       5       3       5       4       5
      23       5       5       4       5       5       4
      23       5       5       5       5       5       5
      23       5       5       5       5       5       5
      24       5       4       5       5       3       5
      24       4       3       3       4       3       4
      24       3       3       2       4       4       5
      24       4       5       3       4       3       3
      24       3       4       1       2       2       1
      24       4       5       3       5       4       5
      24       5       5       5       5       4       4
      25       4       3       4       5       4       4
      25       3       5       3       3       3       3
      25       4       5       5       5       3       4
      25       4       5       3       5       3       4
      25       2       4       2       5       3       2
      26       4       3       4       4       4       3
      26       5       4       4       5       4       4
      26       5       4       4       5       5       4
      26       5       5       4       5       5       5
      26       4       5       1       5       4       5
      26       4       4       4       5       4       3
      27       5       4       4       5       4       4
      27       2       4       2       4       5       3
      27       5       5       3       5       4       2
      27       5       4       4       5       4       4
      28       5       5       4       5       5       5
      28       5       5       4       4       3       4
      28       5       5       5       5       5       5
      28       5       5       5       5       5       5
      29       5       5       4       5       4       4
      29       3       5       4       3       3       4
      29       4       5       3       4       4       5
      29       4       5       3       5       5       5
      30       5       3       5       4       4       5
      30       5       5       5       5       4       5
      30       4       4       4       3       3       3
      30       5       4       3       3       3       3
      30       4       5       5       5       4       4
      30       4       5       4       5       3       4
      30       5       5       4       4       3       4
      31       4       3       4       5       4       5
      31       5       5       3       4       5       5
      31       4       5       2       5       4       4
      31       4       4       4       5       5       5
      31       5       4       4       4       4       5
      31       4       5       4       5       4       5
      32       5       4       4       4       5       5
      32       5       4       2       3       3       4
      32       3       3       1       3       3       2
      32       4       3       1       2       2       1
      32       2       3       2       1       3       2
      32       2       3       3       2       2       2
      32       3       5       5       3       3       1
      32       1       3       3       3       3       3
      32       1       3       3       2       2       2
      32       4       4       4       4       4       4
      33       5       3       4       3       4       3
      33       3       2       2       3       2       2
      33       3       4       2       3       3       3
      33       3       4       4       3       3       3
      33       4       5       4       4       3       3
      33       4       4       4       4       4       4
      33       3       4       3       4       3       3
      33       4       4       2       2       2       1
      33       4       5       4       4       5       4
      33       3       4       3       2       2       3
      34       4       4       5       5       3       5
      34       3       5       4       2       3       4
      34       3       5       4       4       4       4
      34       3       4       3       3       3       3
      34       4       5       2       2       2       1
      34       2       4       1       1       2       1
      34       5       5       4       5       4       3
      34       3       5       2       3       3       3
      35       4       5       4       4       4       4
      35       5       5       4       5       4       5
      35       3       5       3       4       5       3
      35       4       5       5       4       3       2
      35       4       5       4       5       4       4
      35       4       5       3       5       5       5
      35       4       4       2       2       2       1
      35       3       5       2       4       3       3
      36       5       5       4       4       4       4
      36       5       5       4       3       2       3
      36       4       4       5       4       4       5
      36       5       4       3       2       3       2
      36       5       3       4       2       3       1
      36       4       4       4       3       3       3
      36       4       4       5       4       2       3
      37       3       5       4       3       3       4
      37       5       5       4       4       3       5
      37       5       5       5       5       5       5
      37       5       5       4       5       5       4
      37       3       4       3       3       3       4
      37       2       4       3       2       3       3
      37       3       5       4       2       4       3
      37       3       4       3       4       3       3
      38       4       5       5       3       5       4
      38       2       3       2       5       4       2
      38       3       4       4       3       3       3
      39       5       5       5       4       4       4
      39       4       4       2       3       2       2
      39       3       4       3       3       3       1
      39       2       2       2       3       2       3
      39       2       3       2       2       3       2
      39       4       4       5       5       5       5
      40       5       5       5       5       5       5
      40       3       4       3       4       4       3
      40       4       5       4       4       4       5
      40       3       3       1       5       4       4
      40       3       5       3       5       4       5
      40       4       4       3       3       4       4
      40       2       4       2       2       3       3
      40       5       4       4       4       3       4
      40       3       5       3       3       3       4
      40       4       4       5       5       5       5
      40       3       5       5       5       5       5
      40       1       4       2       3       3       2
      41       5       5       4       4       4       4
      41       2       4       3       3       1       3
      41       2       3       3       3       3       4
      41       3       3       2       3       3       3
      41       4       5       4       5       4       5
      41       4       5       5       5       4       4
      41       4       4       3       4       4       5
      41       3       3       2       3       4       2
      41       4       5       4       5       5       5
      42       5       5       4       5       5       5
      42       5       5       3       3       4       5
      42       4       4       3       5       4       5
      42       4       5       4       2       3       3
      42       5       4       5       3       3       3
      42       4       4       1       3       2       2
      43       5       4       5       5       5       5
      43       2       4       4       5       5       5
      43       3       4       3       3       3       4
      43       2       4       5       5       5       5
      43       2       1       2       3       3       2
      43       1       3       3       2       4       2
      43       1       3       1       1       1       1
      43       3       4       3       4       3       4
      43       3       4       3       5       5       5
      43       3       4       2       3       3       3
      44       4       4       4       4       4       4
      44       5       5       5       5       5       5
      44       2       1       2       3       3       3
      44       2       2       1       2       3       2
      44       4       4       4       4       5       3
      45       5       5       4       3       3       3
      45       5       5       3       4       3       2
      45       4       4       4       5       4       4
      45       4       3       2       2       2       1
      45       3       3       2       3       3       2
      45       4       4       3       3       3       3
      45       3       4       3       3       3       2
      45       5       5       4       2       4       2
      46       4       5       3       4       3       4
      46       4       3       3       3       3       3
      46       1       4       2       1       3       1
      46       3       5       5       4       3       4
      46       4       5       4       5       5       5
      46       3       4       3       2       3       3
      46       4       5       3       4       4       2
      46       4       4       2       4       3       3
      46       4       5       4       4       4       3
      47       5       3       3       5       4       5
      47       5       5       4       3       4       5
      47       4       3       4       3       3       4
      47       5       5       3       4       4       4
      47       5       4       3       4       4       4
      47       4       2       3       4       4       4
      47       5       4       5       4       4       4
      47       5       4       3       4       3       5
      47       5       5       5       5       5       5
      48       5       3       5       5       5       5
      48       5       4       4       4       5       5
      48       4       4       3       2       2       5
      48       2       4       4       2       3       4
      48       2       4       3       2       1       4
      48       4       3       2       2       2       3
      49       4       4       4       4       5       4
      49       4       4       2       4       4       3
      49       4       5       4       4       4       4
      49       4       4       3       3       4       4
      49       5       5       4       5       5       5
      49       2       4       4       4       4       4
      49       5       5       5       5       5       5
      49       5       5       3       5       5       5
      49       5       5       3       4       5       3
      50       4       4       4       5       3       4
      50       5       5       2       5       4       3
      50       4       5       4       4       4       5
      50       4       4       1       4       4       4
      50       5       5       5       5       4       4
      50       4       5       5       5       4       5
      50       3       4       1       5       4       2
      50       5       5       3       4       4       3
      50       1       5       2       4       2       3
      50       2       3       1       2       2       3
      50       5       5       5       5       3       4
      50       4       5       3       4       4       4
      51       5       4       4       4       4       4
      51       5       5       4       4       4       5
      51       4       5       3       4       4       3
      51       5       5       4       5       5       4
      51       4       5       4       5       4       5
      51       5       5       5       4       4       5
      51       5       4       2       4       5       5
      51       3       5       2       3       5       4
      51       5       4       5       4       4       3
      52       4       5       3       5       5       5
      52       4       4       4       4       4       4
      52       4       4       2       4       4       3
      52       4       5       3       4       4       3
      52       3       3       1       3       2       1
      52       4       5       3       5       5       5
      53       4       5       3       4       3       5
      53       4       4       3       4       3       3
      53       1       3       3       3       1       2
      53       4       5       5       4       4       3
      53       4       4       2       3       2       2
      53       3       4       3       5       3       4
      53       2       4       3       3       3       2
      53       4       4       4       5       4       5
      53       2       4       2       4       3       2
      54       5       3       5       5       4       4
      54       3       3       3       3       3       3
      54       3       3       2       2       3       3
      54       3       3       5       1       3       3
      54       4       4       4       3       4       4
      54       5       5       3       5       5       5
      54       5       1       3       3       4       3
      55       5       5       4       3       4       4
      55       5       5       3       4       4       4
      55       5       5       5       5       4       5
      55       4       5       4       5       5       4
      55       4       4       1       3       1       2
      55       5       5       3       5       2       4
      55       5       5       3       5       4       5
      55       5       5       3       5       5       5
      55       4       4       4       4       3       4
      55       5       4       4       5       4       3
      56       4       4       4       4       4       4
      56       3       4       1       2       2       3
      56       3       3       2       3       3       2
      56       1       4       1       2       3       1
      56       2       2       1       2       2       2
      56       2       4       2       2       2       3
      56       4       4       2       2       3       1
      56       4       3       1       3       3       2
      57       4       4       4       4       5       4
      57       4       5       3       4       3       4
      57       5       5       4       5       5       5
      57       4       4       4       4       4       5
      57       5       4       4       4       4       5
      57       5       5       5       4       4       3
      58       5       3       5       5       4       4
      58       3       3       3       3       3       3
      58       3       3       2       2       3       3
      58       3       3       5       1       3       3
      58       4       4       4       3       4       4
      59       4       4       4       4       5       4
      59       4       4       2       4       4       3
      59       4       5       4       4       4       4
      59       4       4       3       3       4       4
      59       5       5       4       5       5       5
      59       2       4       4       4       4       4
      59       5       5       5       5       5       5
      59       5       5       3       5       5       5
      59       5       5       3       4       5       3
      60       4       4       4       5       3       4
      60       5       5       2       5       4       3
      60       4       5       4       4       4       5
      60       4       4       1       4       4       4
      60       5       5       5       5       4       4
      60       4       5       5       5       4       5
      60       3       4       1       5       4       2
      60       5       5       3       4       4       3
      61       3       5       4       2       4       3
      61       3       4       3       4       3       3
      61       4       5       5       3       5       4
      61       2       3       2       5       4       2
      61       3       4       4       3       3       3
      61       5       5       5       4       4       4
      61       4       4       2       3       2       2
      61       3       4       3       3       3       1
      61       2       2       2       3       2       3
      61       2       3       2       2       3       2
      61       4       4       5       5       5       5
      62       5       5       5       5       5       5
      62       3       4       3       4       4       3
      62       4       5       4       4       4       5
      62       3       1       1       5       4       4
      62       3       5       3       5       4       5
      62       4       4       3       3       4       4
      62       2       4       2       2       3       3
      62       5       4       4       4       3       4
      62       3       5       3       3       3       4
      62       4       4       5       5       5       5
      63       5       5       4       4       4       4
      63       2       4       3       3       1       3
      63       2       3       3       3       3       4
      63       3       3       2       3       3       3
      63       4       5       4       5       4       5
      63       4       5       5       5       4       4
      63       4       4       3       4       4       5
      63       3       4       3       3       3       3
      64       5       5       4       5       5       5
      64       5       5       3       3       4       5
      64       4       4       3       5       4       5
      64       4       5       4       2       3       3
      64       5       4       5       3       3       3
      65       5       4       5       5       5       5
      65       2       4       4       5       5       5
      65       3       4       3       3       3       4
      65       2       4       5       5       5       5
      66       4       5       3       5       5       5
      66       4       4       2       2       2       1
      66       3       5       2       4       3       3
      67       5       5       4       4       4       4
      67       5       5       4       3       2       3
      67       4       4       5       4       4       5
      67       5       4       3       2       3       2
      67       5       3       4       2       3       1
      67       4       4       4       3       3       3
      68       3       5       4       3       3       4
      68       5       5       4       4       3       5
      68       5       5       5       5       5       5
      68       5       5       4       5       5       4
      68       3       4       3       3       3       4
      68       2       4       3       2       3       3
      68       3       5       4       2       4       3
      69       4       5       5       3       5       4
      69       2       3       2       5       4       2
      69       3       4       4       3       3       3
      69       5       5       5       4       4       4
      69       4       4       2       3       2       2
      69       3       4       3       3       3       1
      69       2       2       2       3       2       3
      69       2       3       2       2       3       2
      70       5       5       5       5       5       5
      70       3       4       3       4       4       3
      70       4       5       4       4       4       5
      70       3       3       1       5       4       4
      70       3       5       3       5       4       5
      70       4       4       3       3       4       4
      70       2       4       2       2       3       3
      70       3       5       5       5       5       5
      70       1       4       2       3       3       2
      71       4       4       4       5       3       4
      71       4       5       3       4       3       4
      71       3       4       5       4       4       5
      71       1       5       4       3       4       5
      72       4       4       3       3       3       4
      72       5       5       4       5       4       5
      72       3       3       1       4       1       1
      73       4       4       4       5       5       4
      73       3       4       1       3       3       4
      73       4       3       3       4       4       3
      73       3       4       4       5       3       4
      73       5       5       5       5       3       4
      74       5       5       5       4       4       5
      74       5       5       4       5       5       5
      74       5       5       4       5       4       4
      74       3       4       3       2       2       3
      74       3       3       2       3       3       2
      74       5       5       5       5       5       5
      75       5       4       4       5       5       5
      75       4       4       2       4       4       4
      75       3       2       4       3       3       4
      75       5       5       5       5       4       5
      76       4       4       5       4       4       4
      76       4       4       5       4       4       5
      76       5       5       5       5       5       5
      76       5       5       5       5       5       5
      76       5       4       3       4       3       4
      76       5       5       5       5       5       3
      77       4       4       3       4       3       3
      77       4       4       4       4       4       5
      77       2       4       4       2       3       2
      77       4       4       3       4       4       4
      77       4       5       4       2       3       2
      78       4       4       4       4       3       4
      78       5       4       3       4       4       4
      78       5       5       4       5       5       4
      78       5       5       5       4       4       5
      79       4       4       4       4       5       4
      79       4       5       3       4       3       4
      79       5       5       4       5       5       5
      79       4       4       4       4       4       5
      79       5       4       4       4       4       5
      80       5       5       5       5       4       5
      80       5       5       4       4       4       4
      80       5       4       4       4       4       4
      80       5       5       4       3       4       3
      80       5       5       4       5       4       4
      80       5       5       4       3       4       3
      81       5       4       2       4       3       3
      81       4       4       3       5       3       4
      81       5       5       5       4       4       4
      81       5       4       4       4       4       4
      82       5       3       4       5       3       3
      82       4       4       4       4       3       3
      82       3       1       4       2       3       2
      82       5       3       4       3       3       5
      82       4       5       3       5       4       1
      82       3       4       4       4       4       4
      82       4       4       3       4       4       4
      82       5       4       3       4       5       4
      83       5       5       4       4       4       4
      83       5       5       5       5       5       5
      83       5       5       5       4       4       5
      83       5       5       4       5       4       4
      83       5       4       5       5       4       5
      83       5       5       5       5       5       4
      84       4       5       4       5       4       4
      84       5       5       4       5       3       5
      84       4       5       4       5       5       5
      84       4       5       4       4       5       5
      85       5       4       4       5       4       4
      85       2       4       2       4       5       3
      85       5       5       3       5       4       2
      85       5       4       4       5       4       4
      86       5       5       4       5       5       5
      86       5       5       4       4       3       4
      86       5       5       5       5       5       5
      86       5       5       5       5       5       5
      87       5       5       4       5       4       4
      87       3       5       4       3       3       4
      87       4       5       3       4       4       5
      87       4       5       3       5       5       5
      88       5       3       5       4       4       5
      88       4       4       4       3       3       3
      88       5       4       3       3       3       3
      88       4       5       5       5       4       4
      88       4       5       4       5       3       4
      89       4       1       4       5       4       5
      89       5       5       3       4       5       5
      89       4       5       2       5       4       4
      31       4       4       4       5       5       5
      89       4       5       4       5       4       5
      90       5       4       4       4       5       5
      90       5       4       2       3       3       4
      90       4       3       1       2       2       1
      90       2       3       3       2       2       2
      90       1       3       3       3       3       3
      90       1       2       3       2       2       2
      91       5       3       4       3       4       3
      91       3       2       2       3       2       2
      91       3       4       2       3       3       3
      91       4       5       4       4       3       3
      92       5       3       4       3       3       5
      92       4       5       3       5       4       1
      92       4       4       4       4       4       4
      92       4       4       4       4       4       5
      92       5       4       3       4       5       4
      93       5       5       5       4       4       5
      93       5       5       4       5       4       4
      93       5       4       5       5       4       5
      93       5       5       5       5       5       4
      93       5       4       5       5       4       5
      94       5       5       4       5       5       5
      94       4       5       4       5       4       4
      94       4       5       4       5       5       5
      94       4       5       4       4       5       5
      94       5       5       4       5       5       3
      95       5       4       5       5       5       5
      95       5       4       4       5       5       5
      95       5       4       5       4       4       5
      95       5       4       5       5       5       5
      95       4       4       4       4       5       3
      96       5       5       4       5       5       3
      96       4       5       4       4       4       3
      96       2       3       4       2       3       3
      96       3       3       3       3       4       4
      97       5       5       5       5       5       5
      97       4       3       3       5       4       5
      97       4       5       5       5       5       4
      97       4       5       3       5       4       5
      98       4       4       4       5       4       5
      98       5       5       5       5       5       5
      98       4       5       5       5       5       5
      98       2       2       3       4       4       5
      98       4       5       5       5       4       5
      99       4       4       3       5       4       5
      99       4       5       4       2       3       3
      99       5       4       5       3       3       3
      99       4       4       1       3       2       2
     100       5       4       5       5       5       5
     100       3       4       3       3       3       4
     100       2       3       2       3       3       2
     100       1       3       1       1       1       1
     100       3       4       3       5       5       5
     100       3       4       2       3       3       3
     101       5       5       5       5       5       5
     101       2       2       2       3       3       3
     101       2       2       1       2       3       2
     101       4       4       4       4       5       3
     102       4       4       4       5       4       4
     102       4       3       2       2       2       1
     102       3       3       2       3       3       2
     102       3       4       3       3       3       2
     103       4       5       3       4       3       4
     103       4       1       3       3       3       3
     103       1       4       2       1       3       1
     103       3       5       5       4       3       4
     104       5       3       3       5       4       5
     104       5       5       4       3       4       5
     104       5       5       3       4       4       4
     104       5       4       3       4       4       4
     105       4       4       4       4       3       3
     105       3       2       4       2       3       2
     105       5       3       4       3       3       5
     105       4       5       3       5       4       1
     105       3       4       4       4       4       4
     105       4       4       4       4       4       4
     105       4       4       4       3       4       3
