132 643 1
132 626 1
132 706 0
132 750 1
132 728 0
132 636 1
132 698 0
132 635 0
132 623 1
132 659 0
132 674 0
132 693 0
132 659 0
132 647 1
132 664 0
132 659 1
134 587 1
134 731 0
134 631 0
134 626 1
134 650 1
134 609 0
134 635 1
134 646 0
134 635 1
134 636 0
134 717 0
134 702 0
134 673 0
134 623 0
134 658 0
134 650 0
134 598 1
136 728 0
136 702 0
136 663 1
136 698 0
136 750 0
136 686 0
136 738 0
136 674 1
136 639 0
136 761 0
136 693 0
136 655 0
136 712 1
136 685 0
136 787 0
136 666 1
136 682 0
136 683 0
136 677 1
136 698 0
136 720 0
136 690 0
136 676 0
136 728 0
136 761 0
136 768 0
136 632 0
136 708 1
136 600 0
136 688 0
136 715 0
136 635 0
136 660 0
136 656 0
136 720 0
136 690 0
136 728 0
136 663 1
136 761 0
136 750 0
136 629 0
136 693 0
136 756 0
136 686 0
136 693 1
136 777 0
136 671 0
136 698 1
136 651 0
136 664 0
136 693 0
136 664 0
136 756 0
136 720 0
136 622 0
136 768 0
136 682 0
136 742 0
136 667 0
136 666 0
136 756 0
136 710 0
136 717 1
136 722 0
136 690 0
136 777 0
136 686 0
136 722 0
136 679 0
136 710 0
136 685 0
136 683 0
136 685 0
136 717 0
136 700 0
136 626 0
136 742 0
136 685 0
136 695 0
136 722 0
136 777 0
136 647 0
136 690 0
136 768 0
136 688 0
136 746 0
136 662 0
136 685 0
136 676 0
136 787 0
136 663 0
136 715 0
136 656 0
136 708 0
136 671 0
140 710 0
140 670 0
140 715 0
140 761 0
140 802 0
140 750 0
140 674 0
140 644 0
140 717 0
140 731 0
140 693 1
140 702 0
140 731 0
140 700 0
140 700 0
140 696 0
140 685 0
140 742 0
140 655 0
140 648 0
140 658 0
140 696 0
140 706 0
140 728 0
140 728 0
140 710 0
140 777 0
140 702 0
140 693 1
140 750 0
140 768 0
140 746 0
140 717 0
140 738 0
140 787 0
140 738 0
140 761 0
140 704 0
140 750 0
140 710 0
140 663 0
140 659 0
140 640 0
140 768 0
140 696 0
141 734 0
141 654 0
141 685 0
141 650 0
141 710 0
141 738 0
141 761 0
141 695 0
141 710 0
141 663 0
141 690 0
141 679 0
141 710 0
141 642 0
141 666 0
141 656 0
141 650 0
141 683 0
141 619 0
141 679 0
141 720 0
141 635 0
141 669 0
141 734 0
141 717 0
141 725 0
141 725 0
141 677 0
141 710 0
141 746 0
141 787 0
141 648 0
141 702 0
141 646 0
141 720 0
141 761 0
141 676 0
141 720 0
141 662 0
141 720 0
141 679 0
141 704 0
141 802 0
141 656 0
141 685 0
141 720 0
141 712 0
141 695 0
143 663 0
143 720 0
143 644 1
143 706 1
143 607 1
143 622 0
143 646 0
143 660 0
143 626 0
143 704 0
143 650 0
143 725 0
143 609 1
