 682 714 673 0
 644 661 670 0
 651 670 648 0
 710 715 677 0
 673 719 698 0
 593 628 606 0
 660 660 663 1
 640 622 613 1
 646 647 618 1
 634 696 645 0
 627 607 618 1
 620 635 648 0
 656 673 666 1
 620 613 612 1
